full_date,date,weekday,time,mood,activities,note
2020-07-19,19 de julho,domingo,21:24,radiante,"meu quarto | call | bom papo | descanso | com ela","com gigizinha na call feliz demais pq amo.mimha princesa, bati a cara na parede por ela e agora estou vendo mimar finanças pra comprar mimos.pra ela"
2020-07-19,19 de julho,domingo,18:00,neutro,"meu quarto | designing | com ela","estressado de trablahos no domingo, Giovana me chamou pra fazer a porra de um social média pro Instagram, porém ela estava totalmente no que fazia, fui dormir na hora mano após o primeiro pingo de estrresse"
2020-07-19,19 de julho,domingo,11:53,bem,"meu quarto | ouvindo música | guitarra | descanso","meu momento único tocando guitarra nessa.porra yayyy, solo comfortably numb tá saindo, aí enquanto eu fazia esse solo pensei em várias coisas sobre a minha marca pessoal E além disso pensei em criar um Instagram"
2020-07-19,19 de julho,domingo,00:56,bem,"meu quarto | na cama","momento grátificaçao braba por ter uma cama"
2020-07-19,19 de julho,domingo,00:50,bem,"call | cozinhar | bom papo | amigos | descanso","cozinha com queijo gostosão r falando com michelzinho vários papo pika e vou tentar fazer ele vir aqui amanhã"
2020-07-18,18 de julho,sábado,15:32,neutro,"Nicotina","sozinho aqui na casa de benito não tô bem tô me sentindo mal pra caralho sla mano AIAIAI uiuiui não fumarei cigarro mais"
2020-07-18,18 de julho,sábado,08:30,bem,"meu quarto | ouvindo música | organizando | designing | descanso","trablahndo Mec demais e bem feliz, acordei meio atrasado porém, levantei e fui fazer a pesquisa do amigo e mandei coisinha pra gigi e ela tava bem melhor que ontem já. Aí eu comecei montando o sistema de produção da logo, e fui pesquisando muito bem tudo que ele precisava, só que fiz a pesquisa totalmente errada KKKKKKk, mas tá tudo bem, dps que acabei a pesquisa e mandei pra ele as parada eu comecei a zaralhar um cadin e cantei sidoka, e postei no meu privado; gravei um vídeo pra mandar no meu marcusdutra.design e meti a cara no sol nesse meio tempo  dps disso eu fui fazendo as perguntas pra ele sobre as cores, formas e tipografia, e saiu tudo bem, sem estresse nenhum, almocei e parti pra benito"
2020-07-17,17 de julho,sexta-feira,20:00,bem,"meu quarto | descanso | com ela","RESUMINDO:  mais um dia nomal e bom na minha vida, eh isso"
2020-07-16,16 de julho,quinta-feira,13:40,bem,"meu quarto | escrevendo | boa refeição | punheta | filme/série | bom papo | amigos | descanso | com ela","vendo filme com elazinha E CONSEGUI DESCOBRIR como extrai o arquivo em jpg, porra fiquei felizao, aí dps disso tava melhorando pq tava MT carente.  comecei a assistir diário de uma.paixao com elazinha e tava bem legalizinho pq tava rindo com elazinha ná fé eh nois.  aí dps fui pra rua encontrar com Juan e fiquei conversandinho com ela sobre nosso cachorro e teste de fidelidade, dps encontrei com ele trocamos ideias e disse pra ele que amava ele, pq porra eu gosto dele dms. pprt me sinto MT bem com ele.  aí dps voltei pra casa e ficamos assistindinho teste de fidelidade, foi bem maneiro aí dps foi ficando chato e a dps a gnt fez sexo virtual MT MT my Bom puta que pariu mano aff,  gozei 2x dormi acordei e fui fazer trab e agr tô aqui."
2020-07-16,16 de julho,quinta-feira,12:30,neutro,"meu quarto | ouvindo música | organizando | arrumar o quarto | sofá | descanso","fudido demais e carente pq ela não quis me dar carinho, liguei pra ela e pedi e ela não deu ainda fiquei bem tchola"
2020-07-15,15 de julho,quarta-feira,22:10,neutro,"meu quarto | cozinhar | descanso","sou muito sensível mano, vou gravar que ela não me deu carinho e eu tô carente demais."
2020-07-15,15 de julho,quarta-feira,14:28,bem,"meu quarto | descanso | clonazepam","cheirei agr Rivotril (14:29), aí a visoa que eu passo que eu vou com certeza lansar a braba hj e vou ser feliz... vou fazer o projeto do sidoka fazer cover completo quadro"
2020-07-15,15 de julho,quarta-feira,04:57,bem,"meu quarto | ouvindo música | com ela","Arthur me acordou doidao, fui dormir, aí acordei dnv e DG TAVA LÁ KKKKKKKKKK, mano esse mlk eh pika aí fui fumar com la na cerâmicaArthur, aí foi maneirao lá viado pprt fiquei com DG e o ALEX e curti bastante não foi algo nada desagradável, MUITO PELO CONTRÁRIO, eles são brabao dms. Ouvimos músicas e o caralho a 4, ai depois a gnt subiu metendo o pé rindo pra caralho, e lá no caminho eu tava pensando na parada da superação da dor pisando com meu calo, e a descobri que a vida é basicamente isso tlgd.  Aí dps eu cheguei aqui em casa após subir a rua 6, e eu Arthurzada gastamos muito a onda puta que pariu ri pra caralho e comemos e lançamos a braba da braba sem k.o nenhum"
2020-07-14,14 de julho,terça-feira,18:21,bem,"ouvindo música | clima fino | descanso | viagem/passeio","voltando de Uber, passeiozao MT MT MT gostoso, puta que pariu, sentei e vi tudo nublado na orla, achei do caralho, e fiwuei sentadinho na viagem, muito gostoso pegar Uber pprt amo dms"
2020-07-14,14 de julho,terça-feira,15:30,apaixonado,"casa dela | ouvindo música | punheta | vídeo/live | filme/série | pegação forte | beijar | sofá | descanso | com ela","aí tava tão gostosinho ela tratandinho de mim e a gnt tirando fotinha bem namorados, e ela batendo punheta pra mim e eu esfregando minha mão nela, caralho perfeita gigi amo elazinha e ficar na casa dela, foi muito gostoso.  a gnt cozinhou, passei a mão nelazinha todinha enquanto a gnt andava, até arrastei pra dispensar pra mamar, porém peidei.  dps de a gnt ter cozinhado um ovo com queijo e sarrado bastante ela, comemos e conversamos com tia meiriiii, depois fomos assistir coisinhas no celular e vimos umas parada de terror e fiwuei apertando muito o peitinho dela e chupando, ela que abria pra mim chupar AMOAMOOO, muito gostosa e safada, porém reprimidinha essa cachorra.  depois disso desci com ela, e no elevador chupei o peito dela e enfiei o dedo na bucetinha de gigi, e enfiei com raiva tlgd. sentamos lá fora esperando o Uber, ficamos bem agarradinhos na chuva ou quase e meti o meu pé."
2020-07-14,14 de julho,terça-feira,13:05,bem,"ouvindo música | descanso | viagem/passeio","indo pra casa de gigi ouvindo música"
2020-07-14,14 de julho,terça-feira,11:05,bem,"meu quarto | organizando | escrevendo | dançando | designing | limpando | festa","explicando as parada pra Benito, depois arrumei o quarto dançando pra caralho tipo muito só lançando a braba, tenho que ver uma passo mais pika ou novo pra fazer"
2020-07-14,14 de julho,terça-feira,06:00,radiante,"terraço | bom papo | amigos","no terraço trocando ideia máxima com thirzijn"
2020-07-13,13 de julho,segunda-feira,22:11,bem,"meu quarto | boa refeição | call | bom papo | amigos | na cama | sofá | descanso | com ela","cheguei dps do banho gastei meu tempo bem gostoso demais perfeito com ela até ela dormir e passei boa parte com minha molada"
2020-07-13,13 de julho,segunda-feira,19:39,bem,"descanso","to bem, tô indo pro quarto descansar tô mec dms uiui"
2020-07-12,12 de julho,domingo,14:32,bem,"","agr tô bem demais aqui indo pra Araruama agr com Arthur e gb grande"
2020-07-12,12 de julho,domingo,13:48,mal,"boa refeição | descanso | família","no centro de Saquarema almoçando  eu tô mal pra caralho eu acho mano, tô aqui sentado e me sentindo bem deprimido sla viado nem gigi me deixou feliz mano eu tô com saudades delazinha, na real não sei, mano não sei de nada da vida tlgd, eh não sei pra onde eu vô só quero descansar e parar pra pensar"
2020-07-11,11 de julho,sábado,00:04,bem,"meu quarto | casa dela | ouvindo música | organizando | amigos | sofá | clima fino | descanso | com ela | viagem/passeio","RESUMINDO:  primeira vez que vou pra casa da namorada.  de manhã fiz toda a pesquisa de nome e de comunicação verbal da porra do universo de sabonetes, depois terminei isso, lancei a braba no Uber, foi muito bom viajar de Uber até niteroi, amo passeio de carro.  eu tava brigado com ela até lá tlgd, porém quando cheguei lá ela me abraçou e sorrimos bem gostoso e fui recebido pela família dela muito bem. Depois disso a gnt conversou sobre a vida e sobre os negócios da mãe dela, depois disso foi só agarraçãozjnha perfeita no sofá, a gnt ficou de perninha dada e eu fiquei passando a mão nela todinha, passei a mão na barriguinha e na bucetinha dela com o pai dela no sofá, foi bem gostoso ver filminho com elazinha lá. A gnt ficou bem fofo deitadinho, depois disso a gnt teve que ir embora e fomos embora de carro juntinhos ouvindo música, na viagem tava passando muito a mão na coxa dela gostosona pq amo essa cachorra e tava bem grudadinho, além disso ela tava passando bastante a mão no meu pauzão, amoqamo.  Cheguei em casa, conversei com a rapaziada, Gabriel e Arthur, e tomei meu querido banho com meu sabonete pika e foi isso, depois fui conversar com ela, só que nem quis tanto pq a gnt passou tanto tempo junto tlgd kkkkkkkkk  eh isso"
2020-07-10,10 de julho,sexta-feira,21:01,bem,"meu quarto | guitarra | fazendo musica | amigos","minha sexta feira foi uma montanha russa de emoções, porém agora estou tocandinho guitarra com Arthur bem bem"
2020-07-10,10 de julho,sexta-feira,14:44,horrível,"meu quarto | choro | na cama | sofá","estava alto demais e tava começando a me sentir distante de tudo e todos pois estava crescendo e aprendendo, e isso refletiu diretamente na minha visão que eu tenho com gigi pq eu estava crescendo e ela só tinha 16 aninhos, aí quando eu percebi isso vi a pior coisa da minha vida e comecei a ficar muito fudido e chorar demais demais"
2020-07-10,10 de julho,sexta-feira,09:46,bem,"terraço | bom papo | amigos","discutindo com Arthur algumas paradas sobre a vida e tentando forçar ele a me ouvir e amadurecer"
2020-07-10,10 de julho,sexta-feira,09:21,neutro,"","muito engraçado eu escrebdnk sem prestar a atenção no que eu escrevi kkkkkkkkkk, enfim o que acontece eu tô aqui sentadao vendo vídeo e descobri que vou ter que ver 8h dessa porra toda seguida pra entender tudo e entregar a apresentação amanhã pra minha sogrinhah.  e ouvindo rapaziada falar de mim e Arthur"
2020-07-09,9 de julho,quinta-feira,00:47,bem,"meu quarto | barbeiro | praça | ouvindo música | estudando | organizando | skate/longboard | arrumar o quarto | bom papo | amigos | THC","RESUMINDO:  dia maneirinho comecei cortando cabelo TROQUEI MAIOR IDEIA foda demais com Jean, descobri até como ele corta cabelo, foi muito agradevel ficar com ele lá cortando cabelo quase 1:30.  dps voltei pra casa bem feliz mandando vídeo pra gigi e os caealho, dps disso encontrei com Arthur e fomos.ora Chico Mendes e nossa treta começou quando eu tava tentando contar Systems Thinking pra ele, porém ele é difícil demais, aí cheguei lá fumamos um brabo do brabo fé com fé e foi isso basicamente.  Voltei e chegamos aqui em casa de novo e brigamos e mandke ele tomar no cu pq ele era MT orgulho e não queria me escutar aí ficou por isso fim do dia"
2020-07-08,8 de julho,quarta-feira,10:21,radiante,"meu quarto | estudando | organizando | escrevendo | descanso | meditar","escrevendo texto no twitter explicando como você funciona, eu eu acho que isso faz bem pra humanidade, espero contribuir pra tropa do conhecimento."
2020-07-08,8 de julho,quarta-feira,10:13,radiante,"bom papo | família","bem feliz conversei com minha mãe e sendo bem produtivo. bom papo com  minha mãe"
2020-07-08,8 de julho,quarta-feira,09:50,radiante,"meu quarto | estudando | organizando | arrumar o quarto | descanso | família","tô feliz e produtivo graças a deus mano pprt organizandk da melhor forma e amo todos ao meu redor minha vida eh maravilhosa e estou pegando a visão com gigi, e ela vai fazer as coisas junto cmg, pq eu acho que se a gnt fica mais unido, mais junto, a gnt eh melhor, graças a deus tamo junto, e vamo ficar mais ainda junto, pq eu amo ficar junto dela.  trablhar no que eh eu amo e descansar, odeio fazer coisas corridas que eu odeio."
2020-07-08,8 de julho,quarta-feira,08:59,radiante,"meu quarto | estudando | organizando | lendo | descanso","olhando a vida com mais calma e tranquilidade a partir de hj, pé no chão Marcão, pé no chão."
2020-07-07,7 de julho,terça-feira,23:46,radiante,"","mano que dia doido, doidera hj eh fiz bastante coisa e peguei bastante a visão. eu tmeho que colher os meus frutos tlgd"
2020-07-06,6 de julho,segunda-feira,09:48,produtivo,"meu quarto | ouvindo música | organizando | lendo | designing | arrumar o quarto | descanso | com ela","meu pc tá rápido demais pika, tô fazendo as parada da melhor forma. li bem o livro 11 páginas. arrumei o quarto da melhor forma ouvindo over the rainbow  TO NO CONFORTO DA MINHA CASA CARALH QUE GOSTOSO AIN MEU DEUS"
2020-07-05,5 de julho,domingo,15:33,radiante,"meu quarto | ouvindo música | dançando | guitarra","DOIDAAOOOOOO KKKKKKKKKK tava rindo a toa com sossego tlgd viajando tava feliz dms com a porra da vibe meu deus que bagulho bom, senti um pouco da vibe de md"
2020-07-05,5 de julho,domingo,12:17,bem,"meu quarto | guitarra | clima fino","podia tá mais frio mas tá mec não te calor demais yayy  tocando guitarra e ainda por cima.lansando a braba aqui no meu ssd que chegou felizao  tocando Guns  fazendo backup e além disso escrevendo no diário e te atualizando seu gostosão"
2020-07-04,4 de julho,sábado,20:00,bem,"call | reunião | com ela","fazendo reunião com tia Meiri trem bala demaisssss, espero que ela se sinta confortável"
2020-07-04,4 de julho,sábado,20:00,bem,"ouvindo música | call | guitarra | violão | fazendo musica | descanso | com ela","felizinho demais demais bdemais com minha gostosa. tava tocandodinho violao pra ela da melhor forma, sweather weather pra elazinhaaaaa e ela me elogiando amo que amo que amo meu deus jesus perfeita amo ela pena que meu irmão eh corno"
2020-07-04,4 de julho,sábado,20:00,bem,"meu quarto | boa refeição | guitarra | sofá | descanso | família","comendo em família e tocandinho guitarra, feliz no momento"
2020-07-04,4 de julho,sábado,15:28,neutro,"meu quarto | punheta | na cama | descanso","não perdi totalmente o hype, mas acho que acostumei e agora estou deitado batendo punehta com o problema 4gb.  falandinho com ela tbm, pô eu gosto bastante de falar com essa putinha ela me deixa bem"
2020-07-04,4 de julho,sábado,14:29,bem,"meu quarto | organizando | designing | call | descanso | com ela","com ela conversandinho e mostrandinho as parada muito braba sobre cu"
2020-07-04,4 de julho,sábado,08:45,bem,"meu quarto | lendo | sofá | clima fino | descanso","consertando o pc mas ainda tenho celular, na real nem tem motivo pra ficar tão triste, mas eu tenho esperanças tlgd, não tá tudo mec.como tava, mas vai dar certo ela vai entender q oq ela fez foi perfeito"
2020-07-03,3 de julho,sexta-feira,22:47,neutro,"meu quarto | filme/série | na cama | descanso","tava clima meio merda entre a gnt, não era o que eu queria tlgd pq ela tava se sentindo derrotada eu odeio que ela se sinta assim"
2020-07-03,3 de julho,sexta-feira,15:30,bem,"meu quarto | call | reunião","tava me sentindo em uma reunião.  dps de alguns minutos ela me liga e quem tá na chamada pela minha surpresa eh a mommy dela, porra eu fiquei tão tranquilo Mec demais, senti que ela tinha feito ela conseguiu tlgd ela eh braba ela.me ama muito mais que ela tem orgulho nessa porra.  isso eh do caralho do caealho.  conversei com tia meire e passei boa impressão graças a Deus tlgd, falo baysanre sou bem inteligente e engraçado, amém."
2020-07-03,3 de julho,sexta-feira,15:20,neutro,"meu quarto | ouvindo música | guitarra | sofá | com ela","ela lançou aquele papo lá de não quer mudar, e a única opção que eu tinha era realmente temrinar com ela, mas eu sabia no fundo do meu coração que eu não ia terminar com ela sabe, lá dentro eu sabia, pq eu tenho otimismo fluindo nas minhas aveias as fuck e sabia que essa porra ia dar muito muito certo tlgd lá no fundo. se eu tivesse pessimisya eu acho que eu tava chorando, eu terminei com ela no otimismo pq sabia que ela ia voltar"
2020-07-02,2 de julho,quinta-feira,18:40,neutro,"meu quarto | sofá | com ela","fiquei porra 3h discutindo com ela, pq eu ia terminar de vez msm tlgd sem k.o nenhum eh isso né. aí deu essa merda aí a gnt conversou conversou e chegamos a conclusão que ela quer tentar mudar, e a única coisa que faria eu acreditar nela eh ela dar o telefone pra mãe dela....e ela não tava pensando em fazer isso de jeito nenhum"
2020-07-02,2 de julho,quinta-feira,07:16,neutro,"meu quarto | lendo | descanso","sol influencia demais no meu humor meu deus fudeu aquecimento global vai acabar um dia o sol ela mano fodassez mas eu não tô bem bem não por causa do sol, mas tô bem esperançoso com gigi aceita minha proposta  deitado aqui no sofá prestes a ler"
2020-07-01,1 de julho,quarta-feira,22:35,bem,"meu quarto | call | na cama | com ela","mesmo discutindo eu amo falar com ela eu gosto que eu troco comunicação com essa filha da puta.  tava tentando convencer a arrombada pra gnt se ver mais rápido que der usando todo meus argumentos na call, ai consegui metade."
2020-07-01,1 de julho,quarta-feira,17:30,bem,"meu quarto | ouvindo música | guitarra","tocando a música poplar St na GUITARRA, aprendi e foi do caralho muito bom. eh parecida com aquela do tiktok, mas não eh infelizmente. mas eu gostei do flow que eu tava aplicando tava sentido que tava tocando bem as fuck"
2020-07-01,1 de julho,quarta-feira,16:27,neutro,"meu quarto | call","eh mano ela fez merda e eu não vou ir lá sábado ela não conseguiu, ela tinha que ter ao menos ter deixado eu tentar"
2020-07-01,1 de julho,quarta-feira,09:14,bem,"","li 7 páginas do livro e acorde bem melhor hj tlgd, não gosto de sentir sono. logo pensie e fazer uma coisa bem idiota que e ter alarme pra dormir não pra acordar e vou fazer pra ver se melhoro minha produtividade"
2020-06-30,30 de junho,terça-feira,20:02,sono,"meu quarto | filme/série | com ela","com sono assistindo Black Mirror"
2020-06-30,30 de junho,terça-feira,10:54,bem,"meu quarto | estudando | organizando | surfando na web | designing | punheta | call | descanso | com ela","manhãzinha produtiva fiz oq tinha que fazer, pena que fiquei preso na punehta sem tesão....foda  passando tempo de qualidade com ela mostrandinho oq eu faço basicamente da minha vida"
2020-06-29,29 de junho,segunda-feira,13:53,produtivo,"meu quarto | estudando | organizando | designing | descanso","sem prazo apertado sem doidera sem maluquice tlgd, vou trabalhar no meu tempo e entregar tudo da melhor forma sem procastinar.  depois de ter organizado todo o pilar e tudo que eu vou querer no meu site na versão de desktop.  vou terminar os mockup aqui e a papelaria"
2020-06-28,28 de junho,domingo,23:00,bem,"","sedação viado kkkkkk tava falando mansinho, vou comprar nada não, vou apenas investir em mim dps eu compro o melhor, mentira vale a pena música tlgd...dps eu vou ganhar mas  tá decidido foi dividir 50% que eu ganhar na primeira com investimentos aqui dps vou lansar a braba na jbl"
2020-06-28,28 de junho,domingo,22:26,radiante,"vídeo/live | perdendo forte | amigos","no discord rindo pra caralho com tutuco sobre as ideias doida tava com saudade senti algo forte e verdadeira"
2020-06-28,28 de junho,domingo,09:41,neutro,"","fui abrir a porra do bagulho de orgulho e li fiquei muito pessimista em relação e achei que ela ia manter o orgulho, mas age que eu tô cagando aqui no banheiro, sinceramente eu não sei pprt, mas eh acho que ela me ama mais ela não largaria tudo pra tá certa"
2020-06-27,27 de junho,sábado,23:13,bem,"meu quarto | punheta | na cama","esperançanso ouvindo Tornero, eu acredito muito que o amor vai vender o orgulho aqui amém,"
2020-06-27,27 de junho,sábado,22:30,mal,"meu quarto | sofá | com ela","comecei a tremer pra caralho e ficar com no na garganta por causa que eu estava sentindo que ia terminar com ela mano"
2020-06-27,27 de junho,sábado,07:09,bem,"meu quarto | lendo | sofá | descanso","rotina diária de escrever no diários no mínimo 3 entrys e dps ler 5 páginas em 1h me sinto muito bem com isso pprt"
2020-06-26,26 de junho,sexta-feira,23:09,bem,"meu quarto | estudando | descanso","estudando no conforto da minha casa amo que amo que amo essas porra pprt minha vida eh boa demais, MDS eu tô MT feliz com tudo isso"
2020-06-26,26 de junho,sexta-feira,19:36,radiante,"meu quarto | call | descanso","feliz pra caralho com ela e amo demais essa cachorra conversandinho no zapzap. vou arrumar treta treta essa menina corta MT minha onda"
2020-06-25,25 de junho,quinta-feira,20:00,bem,"meu quarto | filme/série | descanso | com ela","vendo filminho com ela eu gostei do filme achei average assistivel porém longo, estagiário sênior. mas MT.fofo ela falando que me ama sempre que lembrava de mim coisa mais linda do mundo vontade de andar agarradinho assim cheirando rlay bom esvaziar a cabeça e focar só no filme, nosso momentinho"
2020-06-25,25 de junho,quinta-feira,16:00,bem,"ouvindo música | organizando | reunião | bom papo | sofá | droga | THC | Nicotina","fiquei mais feliz pq ela mandou a felicidade pra mim que é a raba, aí fiquei mais Mec dps entrei no Uber e foi pra casa dele. começamos a reunião e trocamos mtmtmmtmtmt ideia sobre o negócio dele tlgd sobre tudo oq ele faz da vida na slow tlgd e como eu vou fazer as pessoas se conectaram com a slow company tlgd"
2020-06-25,25 de junho,quinta-feira,13:23,neutro,"","vendo Live do cyberpunk e animando Pouco pro.jogo mas e. pq eu tô eh animado com a.vida"
2020-06-25,25 de junho,quinta-feira,12:38,sono,"meu quarto | designing | descanso","cheiroso, com sono e meio chateado com Giovana Sakashita pq ela não quer deixar eu entrar e ainda me culpa nessa porra e eu quero dormir nossa que horrível, mentira eu tenho que terminae"
2020-06-25,25 de junho,quinta-feira,10:40,bem,"meu quarto | estudando | organizando | lendo | na cama | sofá | descanso","fiz tudo que eu tinha que fazer pela manhã, ate reunião, e vi qual a visão que eu quero ter pro meu site, quero fazer uma parada que ninguém tem"
2020-06-24,24 de junho,quarta-feira,22:13,neutro,"meu quarto | sofá | com ela","mano comecei a brigar com ela pra passar a porra do cleular pra mãe dela e ela ficou de putaria mano e não queria de jeito nenhum tipo de jeito nenhum"
2020-06-24,24 de junho,quarta-feira,13:15,neutro,"meu quarto | call | com ela","tava conversando com ela e tive uma ideia do caralho que foi falar com a mãe dela pq ela tava DECIDINDO O NOME RA MARCA e ela n quis passar o telefone por bloqueio mental tlgd aí eu comecei e ficar puto a partir daí, a tristeza"
2020-06-24,24 de junho,quarta-feira,12:30,bem,"sofá | família","tive a porra da ideia de ir morar sozinho hypei em aluguel perto dela tlgd pika demais, porém marcao, porém aluguel eh foda. aí conversei com minha mãe e meu irmão tudo e dps a gnt discutiu até chegar no meu pai e decidir um CARRO. ENTÃO, estou trablhadinho pra comprar um motherfucker carro, eh isso. isso até me hypa na hora de trabalhar"
2020-06-24,24 de junho,quarta-feira,10:01,bem,"","mano eu tenho que te atualizar arrombado, mas o que eu queria falar é que estou produzindo agr, not at 100%, mas to feliz hypadinho fazendo aqui o diagnóstico, porém agora não vou responder ela"
2020-06-23,23 de junho,terça-feira,11:08,bem,"meu quarto | descanso","eu acho que estou evoluindo como pessoa e tô descobrindo coisas novas, e sentindo o que a vida é. basicamente que eu descobri até agora é ser bem confiante, assertivo.  qualquer coisa que a gnt quer conquistar é necessário luta, não existe almoço grátis, entre outras maldades que eu vou pegando a visão com experiência."
2020-06-22,22 de junho,segunda-feira,07:12,bem,"meu quarto | ouvindo música | organizando | reunião | amigos | sofá | droga | descanso | THC | Nicotina","RESUMINDO - nem me sinto mais em quarentena tlgd então aqui fodasse já.  nem lembro que horas acordei, sei que não tinha horário de etrablaho ainda, aí tava fazendo as coisas pela manhã e meu grande amigo Benito veio e nos fumo um que nem deu onda kkkkkkkkkkkk aí dps eu cheguei em casa botei uma roupa braba e fui pra casa de PK mano lá nos trocou mó ideia foda fumei uns e foi maneiro conheci uma meno chamado cortes MT gente boa pprt mano o cara eh manero  /call-out COMPRAR LOGO SEU PC PRA RODAR CYBERPUNK  aí eu troquei mó ideia com ele até chegar uma mina aí vim pra casa e voltei a fazer as paradas foi isso dia foi manero"
2020-06-21,21 de junho,domingo,16:10,radiante,"praia/piscina | clima fino | descanso | família | viagem/passeio","solta do pipa com meu pai na praia feeling goooooood"
2020-06-21,21 de junho,domingo,14:59,neutro,"","meio sla tlgd bem sla, tô pensando nas parada bem ruim, tenho que pensar que o melhor me aguarda"
2020-06-21,21 de junho,domingo,12:46,bem,"praia/piscina | ouvindo música | clima fino | descanso | família | viagem/passeio","andando de carro com meu pai e mãe, muito bom conversar com a família, enquanto passeia, arrumar esse pra eles eh da melhor forma sempre, tô de cabeça vazia e com saúde. Amém demais! tô feliz mano  ouvindo música boa the offspring e alt-j"
2020-06-20,20 de junho,sábado,23:30,produtivo,"meu quarto | ouvindo música | estudando | organizando | lendo | surfando na web | vídeo/live | call | arrumar o quarto | amigos | na cama | sofá | descanso","minha noite começou com eu vendi a live do Kimura e tendo visões de como meu serviço tem valor de mercado pra caralho tlgd, aí dps ficou na minha cabeça a questão da apresentação do trabalho, que eu preciso fazer isso pra conseguir apresentar o trabalho da melhor forma tlgd  aí dps Benito me ligou trocamos ideia e quarta ele vai me dar 150  estudando conceitos de marcas me sentindo bem produtivo pois vou aplicar esses conceitos na marca. e tenho que preparar o briefing pra hj ainda da melhor forma"
2020-06-20,20 de junho,sábado,17:25,radiante,"meu quarto | ouvindo música | dançando | guitarra | descanso","tava feliz pela tarde pq eu tava tocando bastante guitarra tirando foto bonita, e sentado vendo o por do sol trocando uma idéia foda com Benito, ideia do caralho tlgd"
2020-06-20,20 de junho,sábado,10:30,bem,"meu quarto | ouvindo música | dançando | guitarra | fazendo musica | descanso","fazendo música da melhor forma, tocando guitarrinha e dançando no quarto, sendo bem feliz"
2020-06-19,19 de junho,sexta-feira,18:06,produtivo,"meu quarto | ouvindo música | organizando | descanso","me sentindo extremamente produtivo, tô fazendo bastante coisa e organizando tudo da melhor forma. não tô correndo com nada tô mec dms  concentradao trem bala fazendo tudo"
2020-06-19,19 de junho,sexta-feira,14:25,bem,"","mano vai dar certo e acima de tudo vc não vai desvalorizar seu trabalho Marcão, vamos fechar com a mulher lá."
2020-06-18,18 de junho,quinta-feira,16:00,apaixonado,"praia/piscina | com ela","momentinho muito gostoso e sensacional eu agarrandinho ela por trás muito fofo e falando que amava ela e não gostava sabe kkkkkkkkkkkkk  aí tão perfeito aquilo cara eu tanto sentir isso tlgd eu amo ela"
2020-06-18,18 de junho,quinta-feira,14:56,radiante,"casa dela | estudando | punheta | clima fino | descanso","tenho tudo porra, aindaa caralho sentadao admirando a porra dos ap do Ingá estudando umas parada e vendo Live do Kimura, achei pika demais ppprt amo que amo que amo. aí só esperandinho ela pena que esperei demais e perdi um cado do brilho. bati até punhwta"
2020-06-18,18 de junho,quinta-feira,11:51,radiante,"ouvindo música | clima fino | descanso | viagem/passeio","na van indo pra nikity pensando que vai dar tudo muito muito certo sinto assim e fico incrivelmente bem pra caralho"
2020-06-17,17 de junho,quarta-feira,22:05,neutro,"","amanhã eh isto tlgd, acabei de trocar mó ideia com ela tlgd. Amanhã vou em nikity comprar as parada e vou pra casa dela, e deixar ela mais encurralada possível. Vou fica na frente da casa dela, solidariza com ela se ela não concorda em te ver por 2h no mínimo"
2020-06-17,17 de junho,quarta-feira,17:35,transcendendo,"praça | bom papo | amigos | droga | clima fino | descanso | THC","MANOOOO ACARALHO, BENITO FALOU JMA BENITO FALOU UMA PREVISÃO MUITO SINISTRA E ALÉM DISSO MUITO INTELIGENTE EU PIREI NA ONDA ELE ROBO TODA W DOIDOI"
2020-06-17,17 de junho,quarta-feira,00:50,bem,"meu quarto | ouvindo música | designing | punheta | descanso","tá sendo mec até agr terminei o trabalho trem demais, o único regret e dor do dia e perder os vídeos dela gemendo caralho de fuder, mas tá tudo bem eu posso fazer dnv yay, imagina a dor de quem perdeu matrícula sem querer  meu projeto do SUS ficou do caralho viado pprt, agr tô tentando achar um jeito mais otimizado do arquivo ficar 10MB"
2020-06-16,16 de junho,terça-feira,12:53,bem,"meu quarto | ouvindo música | surfando na web | designing | descanso","cantando bem gostoso enquanto trabaia"
2020-06-16,16 de junho,terça-feira,00:58,sono,"","bateu o fodendo sono, porém vamo que vamo nessa porra virar carai quero pagar Uber pra ir na casa dela"
2020-06-15,15 de junho,segunda-feira,23:45,radiante,"meu quarto | ouvindo música | boa refeição | dançando | designing | descanso","porra rock me deixa muito Mec rock alto pelo menos the offspring do caralho meu deus IIHHHH COU COMPRARA MIMHA GUITARRA"
2020-06-15,15 de junho,segunda-feira,09:49,bem,"meu quarto | ouvindo música | descanso","me sentindo um mínimo produtivo, at least concentrei bastante e quero vencer esse projeto eu consigo eu vou pegar essa vaga e vou dar a porra do meu melhor"
2020-06-15,15 de junho,segunda-feira,02:02,bem,"meu quarto | ouvindo música | na cama | descanso","ok Marcão tu tá mec eh isso, relacionamento com gigi que tá fodinha mas tá tudo sobre controle, pq a gnt se ama só que não sei oq aconteceu nessa porra. oi diário TD bem mano tranquilao com você viado?  tipo mano eu quero mais que eles queimem na fogueira das vaidades. então eu tava pensando na questão de descansar final de semana. ok muita informação na minha cabeça, lol, como que eu organizo isso tudo fudeu viado KKKKKKKK eu PRECISO SER MAIS PRODUTIVO EU PRECISO SER MAIS PRODUTIVO PRODUTIVO ESWUECE O TWIITER  FOCA NO TRABALHO  assistindo 8 episódio primeira temporada The Man On The High Castle PIKA DEMAis, tô na parte onde a Julie quer falar com a maluco lá espião"
